"rbd","nombre","region","comuna","tipo"
"26342","ESC. DE PARV. LOS DUENDECITOS DE LA GRANJA","Metropolitana","LA GRANJA","Part. Subvencionado"
"26344","ESCUELA DE PARVULOS Y ESPECIAL CRISOL DE EL","Metropolitana","EL BOSQUE","Part. Subvencionado"
"26345","ESC. BAS. EJERCITO DE SALVACION DE SANTIAGO","Metropolitana","SANTIAGO","Part. Subvencionado"
"26347","ESC. ESP. SANTA GEMA GALGANI","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26348","ESCUELA DE PARVULOS N 2251 ANDALUE DE SAN J","Metropolitana","SAN JOAQUÍN","Part. Subvencionado"
"26349","ESC ESP. CENTROS DE RETOS MULTIPLES LUZ Y ESP","Metropolitana","BUIN","Part. Subvencionado"
"26350","ESCUELA ESP. SAN MARTIN DE PORRES","Metropolitana","CERRO NAVIA","Part. Subvencionado"
"26351","ESCUELA ESPECIAL N°2253 ANTULAF","Metropolitana","LA CISTERNA","Part. Subvencionado"
"26352","ESC. PROFESOR FELIX ALVAREZ","Metropolitana","QUINTA NORMAL","Part. Subvencionado"
"26353","ESC. DE PARVULOS SOL Y LUNA DE LA REINA","Metropolitana","LA REINA","Part. Subvencionado"
"26354","ESCUELA ESP. ALTAZOR DE ESTACION CENTRAL","Metropolitana","ESTACIÓN CENTRAL","Part. Subvencionado"
"26355","ESCUELA DE LENGUAJE MILLARAHUE","Metropolitana","HUECHURABA","Part. Subvencionado"
"26356","ESCUELA ESPECIAL N° 2258 NIÑO JESUS DE LA GR","Metropolitana","LA GRANJA","Part. Subvencionado"
"26357","ESCUELA ESPECIAL UN MUNDO DE PALABRAS","Metropolitana","QUILICURA","Part. Subvencionado"
"26358","ESCUELA ESPECIAL CREA","Metropolitana","EL MONTE","Part. Subvencionado"
"26359","ESCUELA ESPECIAL GABRIELA RUBIO","Metropolitana","LA CISTERNA","Part. Subvencionado"
"26360","ESC. PARV. UN RINCON DE ALEGRIA","Metropolitana","RENCA","Part. Subvencionado"
"26361","ESC. ESP. EL PRINCIPITO DE LA FLORIDA","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26362","COLEGIO SAN FRANCISCO DE ASIS DE SAN BERNARDO","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26364","ESCUELA ESPECIAL N°165 MONTESOL","Metropolitana","BUIN","Part. Subvencionado"
"26365","COLEGIO BICENTENARIO SAN ALBERTO HURTADO DE PUDAHUEL","Metropolitana","PUDAHUEL","Part. Subvencionado"
"26367","LINCOLN COLLEGE SAN BERNARDO","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26368","COLEGIO SAN FRANCISCO DE SALES","Metropolitana","MAIPÚ","Part. Subvencionado"
"26370","ESC. ESP. SAN ANTONIO DE LO PRADO","Metropolitana","LO PRADO","Part. Subvencionado"
"26371","COLEGIO DE ADULTOS LOS LIBERTADORES DE MAIPU","Metropolitana","MAIPÚ","Part. Subvencionado"
"26372","COLEGIO SAN LUCAS DE LO ESPEJO","Metropolitana","LO ESPEJO","Part. Subvencionado"
"26373","ESCUELA DE PARVULOS Y ESPECIAL SANTA TERESA","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26378","ESCUELA PATRONA DE LOURDES","Metropolitana","PEÑAFLOR","Part. Subvencionado"
"26379","COLEGIO SOL DEL VALLE","Metropolitana","LAMPA","Part. Subvencionado"
"26381","COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26383","COLEGIO INSTITUTO CALERA DE TANGO","Metropolitana","CALERA DE TANGO","Part. Subvencionado"
"26384","COLEGIO TEC. PROF. SAN RAMON LA CISTERNA","Metropolitana","LA CISTERNA","Part. Subvencionado"
"26386","ESCUELA ESP. ANDELEN","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26388","ESCUELA ESP. SAN CRISTOBAL DE PUENTE ALTO","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26390","ESC. PARV.JARDIN INFANTIL COLONIAL DE LOS HAL","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26391","ESCUELA BASICA NAMUNCURA","Metropolitana","RENCA","Part. Subvencionado"
"26392","ESC. ALTAS CUMBRES DEL ROSAL","Metropolitana","MAIPÚ","Part. Subvencionado"
"26393","ESCUELA DE PARVULOS EL CANELO DE EL BOSQUE","Metropolitana","EL BOSQUE","Part. Subvencionado"
"26395","ESCUELA DE PARVULOS Y ESPECIAL SAN FRANCISCO","Metropolitana","MAIPÚ","Part. Subvencionado"
"26396","ESCUELA ESPECIAL 2274 MATER","Metropolitana","QUILICURA","Part. Subvencionado"
"26397","ESCUELA ESP. DE LENGUAJE CARAMELO","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26398","ESCUELA DE PARVULOS BURBUJITAS","Metropolitana","LO ESPEJO","Part. Subvencionado"
"26399","COLEGIO PUMAHUE CHICUREO","Metropolitana","COLINA","Part. Pagado"
"26403","INSTITUTO SEMBRADOR DE PEÑAFLOR","Metropolitana","PEÑAFLOR","Part. Subvencionado"
"26404","CENTRO EDUC DE AD STA TERESITA DE PADRE HURTA","Metropolitana","PADRE HURTADO","Part. Subvencionado"
"26405","COLEGIO HERMANOS CARRERA DE CHILE","Metropolitana","MAIPÚ","Part. Subvencionado"
"26406","ESCUELA ESPECIAL N° 2278 NUESTRAS HUELLAS","Metropolitana","ÑUÑOA","Part. Subvencionado"
"26407","ESCUELA ESP SANTA INES DE LA PAZ","Metropolitana","MELIPILLA","Part. Subvencionado"
"26408","ESC.ESPECIAL Nº 2279 SAN EXPEDITO DE LAMPA","Metropolitana","LAMPA","Part. Subvencionado"
"26409","ESCUELA ESPECIAL PEQUE SOL","Metropolitana","EL BOSQUE","Part. Subvencionado"
"26410","ESCUELA ESPECIAL VIVAN LOS NIÑOS","Metropolitana","LA PINTANA","Part. Subvencionado"
"26411","COLEGIO NOVA TERRA","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26412","ESCUELA DE PARVULOS FANTASIAS","Metropolitana","MAIPÚ","Part. Subvencionado"
"26414","ESCUELA ESPECIAL Nº 168 NAJU","Metropolitana","BUIN","Part. Subvencionado"
"26415","ESCUELA ESPECIAL CONGUILLIO","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26416","COLEGIO PREMILITAR CAPITAN IGNACIO CARRERA PINTO","Metropolitana","PEÑAFLOR","Part. Subvencionado"
"26417","ESCUELA DE PARVULOS N°160 MANITOS TRAVIESAS","Metropolitana","PEÑAFLOR","Part. Pagado"
"26418","ESCUELA DE PARVULOS N°2282 SANTA MARIA DE VITACURA","Metropolitana","VITACURA","Part. Pagado"
"26419","ESCUELA ESPECIAL DE LENGUAJE MALEN","Metropolitana","PEÑALOLÉN","Part. Subvencionado"
"26420","ESCUELA ESPECIAL Nº 2284 LOS ANGELITOS FELICE","Metropolitana","RECOLETA","Part. Subvencionado"
"26421","ESCUELA DE PARVULOS EL ARCA DE NOE","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26424","ESCUELA BASICA Nº 2286 LAMPA","Metropolitana","LAMPA","Part. Subvencionado"
"26426","COLEGIO ESPECIAL HOSPITALARIO CON TODO EL COR","Metropolitana","PROVIDENCIA","Part. Subvencionado"
"26428","ESCUELA BASICA N°213 SCUOLA IMPERIALE","Metropolitana","PUENTE ALTO","Part. Pagado"
"26429","ESC DE PARVULOS MI RINCON MAGICO","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26432","ESCUELA ESPECIAL MI MUNDO EN PALABRAS","Metropolitana","LAMPA","Part. Subvencionado"
"26434","COLEGIO ALVARO LAVÍN","Metropolitana","MAIPÚ","Part. Subvencionado"
"26435","ESCUELA ESP SANTA MARCELA CRECER","Metropolitana","PADRE HURTADO","Part. Subvencionado"
"26436","COLEGIO TERRAUSTRAL DEL SOL","Metropolitana","MAIPÚ","Part. Subvencionado"
"26438","ESC ESP SAN GABRIEL DE LA FLORIDA","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26439","ESCUELA ESPECIAL NIDO DE PALABRAS","Metropolitana","LAS CONDES","Part. Subvencionado"
"26441","ESCUELA ESPECIAL JESUS ANGEL GAZO","Metropolitana","RENCA","Part. Subvencionado"
"26442","ESC ESP STA MARTA DE PADRE HURTADO","Metropolitana","PADRE HURTADO","Part. Subvencionado"
"26443","ESCUELA ESPECIAL RENACER","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26445","ESCUELA ESPECIAL VENTANAL","Metropolitana","MAIPÚ","Part. Subvencionado"
"26446","ESCUELA DE LENGUAJE AMERICA II","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26447","ESCUELA ESPECIAL SANTA BARBARA DE PEÑAFLOR","Metropolitana","PEÑAFLOR","Part. Subvencionado"
"26448","ESCUELA ESPECIAL ELUNEY","Metropolitana","ESTACIÓN CENTRAL","Part. Subvencionado"
"26449","ESCUELA DE LENGUAJE MIS TRES ANGELITOS","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26450","ESCUELA ESPECIAL PARAISO","Metropolitana","LAMPA","Part. Subvencionado"
"26451","ESCUELA ESPECIAL FLORES DE BOLLENAR","Metropolitana","MELIPILLA","Part. Subvencionado"
"26452","ESCUELA ESPECIAL ANTU-MAWEN","Metropolitana","PUDAHUEL","Part. Subvencionado"
"26453","TIEMPO DE CRECER","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26454","COLEGIO SANTIAGO EMPRENDEDORES","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26455","ESCUELA ESPECIAL SAN LUCAS DEL PAICO","Metropolitana","EL MONTE","Part. Subvencionado"
"26456","ESCUELA ESPECIAL SANTA AMELIA","Metropolitana","MELIPILLA","Part. Subvencionado"
"26457","ESCUELA ESPECIAL MI MUNDO EN PALABRAS","Metropolitana","MAIPÚ","Part. Subvencionado"
"26459","ESCUELA ESPECIAL ANCHIMALLEN","Metropolitana","LA CISTERNA","Part. Subvencionado"
"26460","ESCUELA BASICA JOSE MARIA DE LA CRUZ","Metropolitana","ISLA DE MAIPO","Part. Subvencionado"
"26462","EL ARCA DE LOS NIÑOS LO ESPEJO","Metropolitana","LO ESPEJO","Part. Subvencionado"
"26463","COLEGIO SCHULHAUS MONTESSORI","Metropolitana","ISLA DE MAIPO","Part. Pagado"
"26464","ESCUELA DE LENGUAJE AMERICA","Metropolitana","LA GRANJA","Part. Subvencionado"
"26465","COLEGIO INSTITUTO RAMÓN FREIRE","Metropolitana","MAIPÚ","Part. Subvencionado"
"26466","ESCUELA BASICA ELIODORO MATTE OSSA","Metropolitana","SAN BERNARDO","Part. Subvencionado"
"26469","ESCUELA ESPECIAL EL ARCA DE LOS NIÑOS","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26471","ESCUELA ESPECIAL AGUSTINA","Metropolitana","MELIPILLA","Part. Subvencionado"
"26472","ESCUELA ESPECIAL DE LENGUAJE ANTU","Metropolitana","TALAGANTE","Part. Subvencionado"
"26474","ESCUEL ESPECIAL BAMBÚ","Metropolitana","LAMPA","Part. Subvencionado"
"26476","COLEGIO LINCOLN COLLEGE HUECHURABA","Metropolitana","HUECHURABA","Part. Pagado"
"26477","ESCUELA ESPECIAL MILLARAY","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26478","ESCUELA ESPECIAL DE LENGUAJE EXPLORA PORVENIR","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26479","ESCUELA ESPECIAL DE LENGUAJE EXPLORA","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26480","ESCUELA DE LENGUAJE LUZ DE ESPERANZA","Metropolitana","SAN JOAQUÍN","Part. Subvencionado"
"26481","ESCUELA ESPECIAL LA MORENITA","Metropolitana","EL BOSQUE","Part. Subvencionado"
"26482","COLEGIO INGLES SAN JOSE DE LINDEROS","Metropolitana","BUIN","Part. Pagado"
"26483","ESCUELA ESPECIAL DE LENGUAJE LOS CLARINES","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26484","ESCUELA ESPECIAL EL PASTORCITO","Metropolitana","QUINTA NORMAL","Part. Subvencionado"
"26485","ESCUELA ESPECIAL N 200 CARAMELO II","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26487","ESCUELA ESPECIAL PIRQUE","Metropolitana","PIRQUE","Part. Subvencionado"
"26490","ESCUELA ESPECIAL DE LENGUAJE EL LUCERO","Metropolitana","QUILICURA","Part. Subvencionado"
"26491","ESCUELA DE PARVULOS GUSANITO Nº2","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26493","ESCUELA DE LENGUAJE GUSANITO","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26494","ESCUELA BASICA SAN JAVIER DEL BOSQUE","Metropolitana","EL BOSQUE","Part. Subvencionado"
"26495","ESCUELA ESPECIAL NUEVA ESPERANZA","Metropolitana","MAIPÚ","Part. Subvencionado"
"26496","ESCUELA ESPECIAL AMIGOS DEL BOSQUE","Metropolitana","CALERA DE TANGO","Part. Subvencionado"
"26497","ESCUELA ESPECIAL MIS ANGELITOS","Metropolitana","PADRE HURTADO","Part. Subvencionado"
"26498","ESCUELA ESPECIAL ENITEO CREACIONES","Metropolitana","PEÑALOLÉN","Part. Subvencionado"
"26500","ESCUELA ESPECIAL DE LENGUAJE SAN GABRIEL","Metropolitana","CERRILLOS","Part. Subvencionado"
"26501","LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR","Metropolitana","LA GRANJA","Servicio Local"
"26502","ESCUELA DE PARVULOS KIDS PLACE","Metropolitana","SAN MIGUEL","Part. Subvencionado"
"26503","COLEGIO SAINT LOUIS SCHOOL","Metropolitana","TILTIL","Part. Subvencionado"
"26507","COLEGIO SAN FRANCISCO DE PAINE","Metropolitana","PAINE","Part. Pagado"
"26509","ESCUELA ESPECIAL MANDARINA","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26512","ESCUELA ESPECIAL GRIBEL DE LA GRANJA","Metropolitana","LA GRANJA","Part. Subvencionado"
"26513","ESCUELA ESPECIAL DE LENGUAJE LILIPUT","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26514","ESCUELA ESPECIAL DE LENGUAJE BOY HAPPY","Metropolitana","ÑUÑOA","Part. Subvencionado"
"26516","ESCUELA BASICA N°2327 CONDORES","Metropolitana","CONCHALÍ","Part. Subvencionado"
"26517","ESCUELA ESPECIAL NUEVO MUNDO PAC","Metropolitana","PEDRO AGUIRRE CERDA","Part. Subvencionado"
"26518","ESCUELA ALTO MAWIDA","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26519","LICEO VESPERTINO DE ADULTOS FUTURO","Metropolitana","LA FLORIDA","Part. Subvencionado"
"26520","ESC. ESP. JERUSALEN DE QUINTA NORMAL","Metropolitana","QUINTA NORMAL","Part. Subvencionado"
"26521","ESCUELA ESPECIAL MAGOS DE RENCA","Metropolitana","RENCA","Part. Subvencionado"
"26522","ESC. ESPECIAL STA. MARGARITA DE PAINE","Metropolitana","PAINE","Part. Subvencionado"
"26523","ESC. ESP. MAGICAS PALABRAS","Metropolitana","RENCA","Part. Subvencionado"
"26524","COLEGIO ANTIMANQUE","Metropolitana","PEÑAFLOR","Part. Pagado"
"26526","ESCUELA ESPECIAL TERESITA DE COLINA","Metropolitana","COLINA","Part. Subvencionado"
"26527","ESCUELA ESPECIAL SAGRADA FAMILIA","Metropolitana","LAMPA","Part. Subvencionado"
"26529","ESCUELA ESPECIAL ALTIOR","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26530","ESCUELA ESPECIAL ESPERANZA NUEVA","Metropolitana","COLINA","Part. Subvencionado"
"26531","COLEGIO DE ADULTOS ESCUELA DEL CARIÑO","Metropolitana","QUINTA NORMAL","Part. Subvencionado"
"26532","COLEGIO LO  BOZA ROSALBA LAGOS MONACO","Metropolitana","RENCA","Part. Subvencionado"
"26533","ESCUELA ESPECIAL ARBOLIRIS","Metropolitana","PAINE","Part. Subvencionado"
"26534","ESCUELA DE LENGUAJE LA GRANJITA","Metropolitana","LA GRANJA","Part. Subvencionado"
"26535","ESCUELA ESPECIAL N° 2338 SONSOLES","Metropolitana","MAIPÚ","Part. Subvencionado"
"26536","ESCUELA ESPECIAL Nº 2339 ATRAVIA","Metropolitana","LA CISTERNA","Part. Subvencionado"
"26538","COLEGIO TERRAUSTRAL OESTE S.A","Metropolitana","MAIPÚ","Part. Subvencionado"
"26541","ESCUELA ESPECIAL Nº 206 COLORES","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"26543","ESCUELA ESPECIAL MUNDO INFANTIL RUTA SUR","Metropolitana","PAINE","Part. Subvencionado"
"26544","ESCUELA ESPECIAL COSAS DE NINOS","Metropolitana","EL BOSQUE","Part. Subvencionado"
"30001","THE INTERNATIONAL SCHOOL ARICA","Arica y Parinacota","ARICA","Part. Subvencionado"
"30002","COLEGIO EL ROBLE","Arica y Parinacota","ARICA","Part. Subvencionado"
"30003","COLEGIO JUAN PABLO II","Arica y Parinacota","ARICA","Part. Subvencionado"
"30004","ESCUELA ESPECIAL DE LENGUAJE ARCO IRIS","Arica y Parinacota","ARICA","Part. Subvencionado"
"30005","COLEGIO MARIA MONTESSORI","Arica y Parinacota","ARICA","Part. Subvencionado"
"30006","COLEGIO HISPANO","Arica y Parinacota","ARICA","Part. Subvencionado"
"30007","ESC. ESP. LENG. LA GRANJITA SCHOOL","Arica y Parinacota","ARICA","Part. Subvencionado"
"30010","ESCUELA ESPECIAL DE LENGUAJE LUCERITO MUSIKAL","Arica y Parinacota","ARICA","Part. Subvencionado"
"30012","COLEGIO AMARU ANKU SCHOOL","Arica y Parinacota","ARICA","Part. Subvencionado"
"30013","THE AZAPA VALLEY SCHOOL","Arica y Parinacota","ARICA","Part. Pagado"
"31001","ESCUELA EL AROMO","Los Ríos","PAILLACO","Part. Subvencionado"
"31002","LICEO MATER POPULI DEI","Los Ríos","MARIQUINA","Part. Subvencionado"
"31003","ESC. ESP. TRANS. DE LENG SAN MIGUEL","Los Ríos","VALDIVIA","Part. Subvencionado"
"31005","COL. EDUC VICTOR MANUEL GIOVANETTI ASTUDILLO","Los Ríos","LA UNIÓN","Part. Subvencionado"
"31006","COLEGIO LAS GAVIOTAS","Los Ríos","VALDIVIA","Part. Subvencionado"
"31008","ESCUELA DE LENGUAJE PEQUEÑAS VOCES","Los Ríos","VALDIVIA","Part. Subvencionado"
"31009","ESCUELA DE LENGUAJE ALONQUEO","Los Ríos","LANCO","Part. Subvencionado"
"31010","LICEO BICENTENARIO CIUDAD DE LOS RIOS VALDIVI","Los Ríos","VALDIVIA","Servicio Local"
"31012","INSTITUTO BICENTENARIO DE EXCELENCIA CHILE ASIA PACIFICO","Los Ríos","VALDIVIA","Part. Subvencionado"
"31013","ESCUELA DE LENGUAJE LAS LETRAS","Los Ríos","VALDIVIA","Part. Subvencionado"
"31015","ESCUELA DE LENGUAJE ALTUE","Los Ríos","RÍO BUENO","Part. Subvencionado"
"31016","COLEGIO ECOLOGICO SAN FELIPE","Los Ríos","VALDIVIA","Part. Subvencionado"
"31017","ESCUELA PARTICULAR RURAL JUAN PABLO SEGUNDO","Los Ríos","LANCO","Part. Subvencionado"
"31018","JARDIN INFANTIL BLANCANIEVES II","Los Ríos","VALDIVIA","Part. Pagado"
"31019","ESCUELA BASICA Y DE LENGUAJE GLORIA SKILLMANN","Los Ríos","LANCO","Part. Subvencionado"
"31021","COLEGIO JUAN PABLO SEGUNDO","Los Ríos","LOS LAGOS","Part. Subvencionado"
"31022","ESCUELA ESPECIAL TRANSTORNOS DE LENGUAJE TRAI TRAI LAFQUEN","Los Ríos","PANGUIPULLI","Part. Subvencionado"
"31029","ESCUELA ESPECIAL CAPULLITO DE SOL DE ISLA DE","Metropolitana","ISLA DE MAIPO","Part. Subvencionado"
"31030","ESCUELA PRE MILITAR HEROES DE LA CONCEPCION","Metropolitana","LA CISTERNA","Part. Subvencionado"
"31032","ESCUELA ESPECIAL JESUS DE PRAGA","Metropolitana","ISLA DE MAIPO","Part. Subvencionado"
"31033","ESCUELA ESPECIAL ANTAY","Metropolitana","PADRE HURTADO","Part. Subvencionado"
"31034","COLEGIO HUGO LANDAURO HENRIQUEZ","Metropolitana","LA FLORIDA","Part. Subvencionado"
"31035","ESCUELA ESPECIAL ENCANTA PALABRAS","Metropolitana","MAIPÚ","Part. Subvencionado"
"31036","ESC. PARV.Y ESP MUNDOPALABRA DE BUIN","Metropolitana","BUIN","Part. Subvencionado"
"31037","LICEO INSTITUTO CUMBRE DE CONDORES","Metropolitana","RENCA","Municipal"
"31038","ESCUELA ESPECIAL DE  LENGUAJE TEMPUS","Metropolitana","ESTACIÓN CENTRAL","Part. Subvencionado"
"31039","COLEGIO DE ADULTOS ALTAZOL DE SANTIAGO","Metropolitana","SANTIAGO","Part. Subvencionado"
"31040","COLEGIO SAN FERNANDO DE BUIN","Metropolitana","BUIN","Part. Pagado"
"31041","ESCUELA DE LENGUAJE LA DAVILITA","Metropolitana","PEDRO AGUIRRE CERDA","Part. Subvencionado"
"31042","COLEGIO SAN ANDRES DE CALERA DE TANGO","Metropolitana","CALERA DE TANGO","Part. Pagado"
"31043","ESCUELA ESPECIAL EL PORVENIR","Metropolitana","LAMPA","Part. Subvencionado"
"31046","ESCUELA ESPECIAL ANTILLANCA","Metropolitana","QUILICURA","Part. Subvencionado"
"31047","CENTRO EDUCACIONAL LIFE SUPPORT","Metropolitana","LAS CONDES","Part. Pagado"
"31048","COMPLEJO EDUC. ADULTOS CALETA SUR","Metropolitana","LO ESPEJO","Part. Subvencionado"
"31049","ESCUELA ESPECIAL DE LENGUAJE NIDO DE LUZ","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"31051","ESCUELA ESPECIAL SAN LUIS DEL BOSQUE","Metropolitana","EL BOSQUE","Part. Subvencionado"
"31052","COLEGIO VILLA EL SOL","Metropolitana","ISLA DE MAIPO","Part. Subvencionado"
"31053","ESCUELA ESPECIAL PALABRAS MAGICAS","Metropolitana","SAN JOAQUÍN","Part. Subvencionado"
"31054","COLEGIO EL LABRADOR","Metropolitana","BUIN","Part. Subvencionado"
"31056","ESCUELA ESPECIAL SANTA ANA","Metropolitana","MELIPILLA","Part. Subvencionado"
"31060","ESCUELA  DE  PARVULOS CORAZON DE LEON","Metropolitana","MAIPÚ","Part. Subvencionado"
"31061","ESCUELA DE PARVULOS SAN JOSE SCHOOL","Metropolitana","ESTACIÓN CENTRAL","Part. Subvencionado"
"31063","ESCUELA ESPECIAL PIECECITOS DE NIÑOS","Metropolitana","PIRQUE","Part. Subvencionado"
"31064","COLEGIO ALBORADA DE LAMPA","Metropolitana","LAMPA","Part. Subvencionado"
"31065","LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY","Metropolitana","MAIPÚ","Servicio Local"
"31066","COLEGIO LOS ROBLES DE LOS LIBERTADORES","Metropolitana","EL MONTE","Part. Subvencionado"
"31068","COLEGIO TERRA MONTE","Metropolitana","COLINA","Part. Subvencionado"
"31069","ESCUELA ESPECIAL NUEVA AURORA","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"31070","ESC. DE  PARVULOS MAGIC -GARDEN","Metropolitana","MAIPÚ","Part. Subvencionado"
"31071","LICEO BICENT. PROV.STA. TERESA DE LOS ANDES","Metropolitana","COLINA","Municipal"
"31072","ESCUELA ESPECIAL EL RINCON DE JOSEFINA","Metropolitana","RENCA","Part. Subvencionado"
"31073","ESCUELA DE PARVULOS Y ESPECIAL MANITOS CREATI","Metropolitana","CERRILLOS","Part. Subvencionado"
"31074","LICEO BICENTENARIO DE NIÑAS DE MAIPU","Metropolitana","MAIPÚ","Servicio Local"
"31075","ESCUELA DE LENGUAJE ECOLOGICA ANDALEN","Metropolitana","EL BOSQUE","Part. Subvencionado"
"31077","ESCUELA ESPECIAL PANDY","Metropolitana","MAIPÚ","Part. Subvencionado"
"31078","LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO","Metropolitana","PUENTE ALTO","Municipal"
"31080","COLEGIO RENACER TP","Metropolitana","PUENTE ALTO","Part. Subvencionado"
"31081","ESCUELA  SAN  IGNACIO  DE  BUIN","Metropolitana","BUIN","Part. Subvencionado"
"31082","ESC. DE LENGUAJE PEWUNGUEN, TIEMPOS DE BROTES","Metropolitana","PEÑALOLÉN","Part. Subvencionado"
"31083","LICEO PAULA JARAQUEMADA DE QUILICURA","Metropolitana","QUILICURA","Part. Subvencionado"
"31084","COLEGIO ANTAMARO","Ñuble","CHILLÁN","Part. Subvencionado"
"31085","COLEGIO EL ARRAYAN","Biobío","SAN PEDRO DE LA PAZ","Part. Subvencionado"
"31086","ESCUELA ESPECIAL DE LENGUAJE SANTA MARÍA","Biobío","LOS ÁNGELES","Part. Subvencionado"
"31087","COLEGIO ALCÁZARES DE ÑUBLE","Ñuble","CHILLÁN","Part. Subvencionado"
"31088","ESCUELA ESPECIAL LENGUAJE PALABRAS MÁGICAS","Biobío","CORONEL","Part. Subvencionado"
"31089","ESCUELA ESPECIAL RAYITO DE SOL","Biobío","MULCHÉN","Part. Subvencionado"
"31090","COMPLEJO EDUCACIONAL VALLE DEL ITATA","Ñuble","RANQUIL","Part. Subvencionado"
"31091","ESCUELA ESPECIAL INFANTIL SAN ANDRES","Biobío","CONCEPCIÓN","Part. Subvencionado"
"31092","ESCUELA ESPECIAL CENTRO DE CAPACITACIÓN E INTEGRACIÓN LABORAL KRIES","Biobío","CHIGUAYANTE","Part. Subvencionado"
"31094","ESCUELA ESPECIAL DE LENGUAJE TESÓN MINERO","Biobío","LOTA","Part. Subvencionado"
"31097","ESCUELA ESPECIAL DE LENGUAJE MUNICIPAL EL CARMEN","Ñuble","EL CARMEN","Corp. Municipal"
"31098","COLEGIO PARTICULAR PEMUCO","Ñuble","PEMUCO","Part. Subvencionado"
"31099","ESCUELA ESPECIAL DE LENGUAJE RUCALAF","Biobío","ARAUCO","Part. Subvencionado"
"31100","ESCUELA ESPECIAL DIFERENCIAL NIDAL","Biobío","TALCAHUANO","Part. Subvencionado"
"31102","CENTRO EDUCACIONAL RUCAPEÑIHUE","Biobío","CONCEPCIÓN","Part. Pagado"
"31103","LICEO BICENTENARIO DE CORONEL","Biobío","CORONEL","Servicio Local"
"31104","LICEO TÉCNICO PROFESIONAL DE ADULTOS BIOBÍO","Biobío","CONCEPCIÓN","Part. Subvencionado"
"31105","ESCUELA ESPECIAL DE LENGUAJE ANIDAPALABRAS","Ñuble","CHILLÁN","Part. Subvencionado"
"31106","COLEGIO SAINT JOAN COLLEGE","Biobío","SANTA JUANA","Part. Subvencionado"
"31107","COLEGIO ESPERANZA","Biobío","CABRERO","Part. Subvencionado"
"31108","ESCUELA ESPECIAL DE LENGUAJE Y COLEGIO BÁSICO CUMBRES DEL VALLE COLLEGE","Ñuble","QUILLÓN","Part. Subvencionado"
"31110","COLEGIO FRATERNIDAD","Biobío","SAN PEDRO DE LA PAZ","Part. Subvencionado"
"31111","ESCUELA ESPECIAL DE LENGUAJE TIERRA DE NIÑOS","Biobío","TOMÉ","Part. Subvencionado"
"31114","ESCUELA DE ESPECIAL LENGUAJE ALIWENKO","Biobío","CORONEL","Part. Subvencionado"
"31115","ESCUELA ESPECIAL DE LENGUAJE SONRISAS","Biobío","ARAUCO","Part. Subvencionado"
"31116","COLEGIO BICENTENARIO ENRIQUE SALINAS BUSCOVICH","Ñuble","CHILLÁN","Part. Subvencionado"
"31117","ESCUELA ESPECIAL DE LENGUAJE CUMBRES DE COBQUECURA","Ñuble","COBQUECURA","Part. Subvencionado"
"31118","ESCUELA ESPECIAL DE LENGUAJE EXPLORADORES DEL SABER","Biobío","CORONEL","Part. Subvencionado"
